Force_x0y0z0_x1y1z1_..._status0123:
0,0,0,0,0,0,0,0,0,0,0,0,
-0.196019,0.347901,0.0509986,0.189796,-0.17088,-0.0788075,0.280523,-0.148476,-0.0242736,0.157393,-0.418331,0.0184367,
-0.260304,0.490773,0.390439,-0.0500742,0.106712,-0.0721814,0.0296805,-0.971796,-0.471128,0.235391,0.0226316,1.03617,
-0.201499,0.655646,0.0218418,0.329212,-0.0108204,-0.194079,0.144351,0.627293,-0.0655672,-0.253002,-0.15988,-1.348,
0.0312487,0.758885,0.0471695,0.00229952,0.20985,-0.210146,0.225037,-0.0371372,-0.274388,-0.31302,0.054172,-0.971956,
0.0650156,0.954612,0.00720848,0.00423267,0.125276,-0.16871,0.180767,-0.104449,-0.12691,-0.231864,0.0773208,-0.12708,
-0.197707,0.0255317,-0.128833,-0.185863,-0.0685399,0.275758,-0.100944,-0.035433,0.231047,0.168994,0.0477639,0.483533,
-0.00963815,-0.219964,0.12172,-0.0756063,0.19819,-0.216126,0.0232753,-0.112979,-0.162899,-0.753857,-0.161711,0.206035,
0.495818,-0.157254,0.257228,0.0094001,0.130174,0.0621237,-0.153089,0.124515,-0.145581,-0.421573,0.0424123,-0.0319469,
-0.21191,-0.171812,-0.160011,-0.191807,-0.024731,0.104575,-0.0106445,-0.0778563,0.112548,-0.355532,0.0874909,0.568567,
0.0148719,-0.148174,0.259394,-0.208532,0.239932,0.180982,-0.121829,-0.109242,-0.229226,-0.134539,-0.110001,-0.0702241,
0.314634,-0.0854823,0.201521,-0.186981,0.190837,0.20339,-0.0638722,0.0438606,-0.21603,0.0259087,-0.0264518,-0.00685063,
0.531411,-0.0808433,0.182118,-0.0379377,0.146993,0.223944,-0.0127252,0.186384,-0.220971,0.145706,-0.235863,-0.143867,
0.0851775,-0.228668,-0.125813,-0.114301,0.0229809,0.019209,0.0982979,-0.128286,-0.0427863,0.0267889,0.178036,0.154773,
0.103183,0.196187,0.225375,-0.202713,0.188402,-0.259564,-0.10721,-0.108196,-0.182525,-0.0385481,-0.144859,0.184554,
0.512228,0.299421,0.111278,-0.0380012,0.131176,-0.283599,-0.0146936,0.117646,-0.169847,0.00229979,-0.117806,-0.0756554,
-0.109009,0.345321,-0.0568082,-0.266388,0.0543064,-0.259208,-0.143724,-0.108553,0.0212457,-0.0695226,0.0416128,0.951451,
-0.181702,0.0431938,0.079151,-0.280059,0.0064627,-0.134867,-0.0687072,-0.334915,0.0740469,0.0318707,0.222377,1.02554,
-0.0937193,0.260223,-0.154867,-0.131091,0.15763,-0.0805672,0.193416,-0.0680889,-0.1292,-0.137954,0.224748,0.0395982,
0.12821,0.271232,-0.0445747,-0.292875,0.194404,-0.142373,0.106051,-0.122812,-0.123763,-0.19438,-0.217429,0.120736,
0.00617448,0.412954,-0.140368,-0.117566,-0.123889,-0.131117,-0.110183,-0.0592039,-0.130044,0.138954,-0.0105925,0.0217661,
-0.180685,-0.220021,-0.0144908,0.00177559,-0.0703646,0.0757819,0.0318917,-0.0411458,0.234905,0.086173,0.264622,-0.596206,
-0.0967811,-0.417917,0.169316,-0.045752,0.234911,-0.187552,0.359772,-0.25487,-0.148538,-0.421191,0.505548,-1.66442,
-0.150763,-0.542219,0.168191,-0.0501976,0.290897,-0.20226,0.503222,-0.704247,-0.211452,-0.497319,0.693221,-1.94188,
0.0142216,-0.463189,-0.000145338,0.0815842,0.520465,-0.292698,0.816886,-0.99001,-0.516346,-0.762963,0.596848,-1.80326,
-0.17148,-0.0922983,-0.128446,-0.0108666,0.0435565,-0.0804414,0.0147406,-1.43185,0.0226914,0.182587,0.0921482,-2.36796,
-0.0472518,0.0177907,-0.222822,-0.0224492,0.183362,-0.182258,0.174101,-1.83076,-0.110675,0.025919,0.12761,-2.50803,
0.209927,0.355881,0.216598,0.661343,0.0752443,-0.191504,-0.0811463,-0.020176,-0.159471,-0.17641,-0.000542333,0.412411,
-0.159287,-0.302242,-0.185353,0.60139,-0.0611123,0.0446631,-0.033602,-0.203392,-0.0398664,0.298228,0.227851,0.10523,
-0.0568243,0.019576,-0.31704,0.563289,0.216386,-0.208582,0.18584,-0.13028,-0.121081,0.0461865,0.167923,-0.24876,
-0.0769445,-0.194104,0.0669984,0.575501,-0.0789431,0.076451,-0.0314467,0.00249888,-0.182507,-0.0920365,0.12584,0.193097,
-0.235366,-0.501195,-0.106659,0.559597,-0.059443,-0.0141674,-0.00376993,0.0986509,0.212157,0.149785,0.29153,0.190673,
-0.248051,-0.561856,-0.0322985,0.387639,0.0859846,-0.0883713,0.161876,-0.0397008,0.0230878,-0.00543204,0.536212,0.133112,
-0.247231,-0.637577,-0.0118554,0.0176362,0.195134,-0.139497,0.264445,-0.0306791,-0.111455,-0.114434,0.577329,-0.578698,
-0.16238,-0.662038,-0.00538812,-0.272431,0.335209,-0.220801,0.466921,0.0889541,-0.314005,-0.376704,0.664075,-1.11364,
-0.189354,-0.10621,-0.19897,0.081742,0.0629506,-0.122377,0.0825761,0.0540956,-0.0123553,0.230401,0.131492,-1.31749,
-0.0430702,-0.0331168,0.0236683,-0.0544575,0.0833189,-0.132693,0.105278,-0.032881,-0.000116484,0.00814953,0.00251409,-0.126198,
-0.0215351,-0.0165584,0.0118341,-0.0272288,0.0416594,-0.0663463,0.0526388,-0.0164405,-5.82421e-05,0.00407476,0.00125704,-0.0630991,
-0.0107675,-0.00827919,0.00591707,-0.0136144,0.0208297,-0.0331732,0.0263194,-0.00822025,-2.91211e-05,0.00203738,0.000628522,-0.0315495,
-0.00538377,-0.00413959,0.00295854,-0.00680719,0.0104149,-0.0165866,0.0131597,-0.00411012,-1.45605e-05,0.00101869,0.000314261,-0.0157748,
-0.00269189,-0.0020698,0.00147927,-0.00340359,0.00520743,-0.00829329,0.00657985,-0.00205506,-7.28026e-06,0.000509345,0.00015713,-0.00788738,
-0.00134594,-0.0010349,0.000739634,-0.0017018,0.00260372,-0.00414664,0.00328993,-0.00102753,-3.64013e-06,0.000254673,7.85652e-05,-0.00394369,
-0.000672972,-0.000517449,0.000369817,-0.000850898,0.00130186,-0.00207332,0.00164496,-0.000513765,-1.82007e-06,0.000127336,3.92826e-05,-0.00197185,
-0.000336486,-0.000258725,0.000184909,-0.000425449,0.000650929,-0.00103666,0.000822482,-0.000256883,-9.10033e-07,6.36682e-05,1.96413e-05,-0.000985923,
-0.000336486,-0.000258725,0.000184909,-0.000425449,0.000650929,-0.00103666,0.000822482,-0.000256883,-9.10033e-07,6.36682e-05,1.96413e-05,-0.000985923,
-0.000168243,-0.000129362,9.24543e-05,-0.000212725,0.000325464,-0.00051833,0.000411241,-0.000128441,-4.55017e-07,3.18341e-05,9.82065e-06,-0.000492961,
-8.41214e-05,-6.46812e-05,4.62271e-05,-0.000106362,0.000162732,-0.000259165,0.00020562,-6.42207e-05,-2.27508e-07,1.5917e-05,4.91033e-06,-0.000246481,
-4.20607e-05,-3.23406e-05,2.31136e-05,-5.31812e-05,8.13661e-05,-0.000129583,0.00010281,-3.21103e-05,-1.13754e-07,7.95852e-06,2.45516e-06,-0.00012324,
-2.10304e-05,-1.61703e-05,1.15568e-05,-2.65906e-05,4.06831e-05,-6.47913e-05,5.14051e-05,-1.60552e-05,-5.68771e-08,3.97926e-06,1.22758e-06,-6.16202e-05,
-1.05152e-05,-8.08514e-06,5.77839e-06,-1.32953e-05,2.03415e-05,-3.23957e-05,2.57025e-05,-8.02759e-06,-2.84385e-08,1.98963e-06,6.13791e-07,-3.08101e-05,
-5.25759e-06,-4.04257e-06,2.8892e-06,-6.64764e-06,1.01708e-05,-1.61978e-05,1.28513e-05,-4.01379e-06,-1.42193e-08,9.94815e-07,3.06895e-07,-1.5405e-05,
-2.6288e-06,-2.02129e-06,1.4446e-06,-3.32382e-06,5.08538e-06,-8.09891e-06,6.42564e-06,-2.0069e-06,-7.10963e-09,4.97408e-07,1.53448e-07,-7.70252e-06,
-1.3144e-06,-1.01064e-06,7.22299e-07,-1.66191e-06,2.54269e-06,-4.04946e-06,3.21282e-06,-1.00345e-06,-3.55482e-09,2.48704e-07,7.67238e-08,-3.85126e-06,
-6.57199e-07,-5.05322e-07,3.61149e-07,-8.30956e-07,1.27135e-06,-2.02473e-06,1.60641e-06,-5.01724e-07,-1.77741e-09,1.24352e-07,3.83619e-08,-1.92563e-06,
-3.28599e-07,-2.52661e-07,1.80575e-07,-4.15478e-07,6.35673e-07,-1.01236e-06,8.03205e-07,-2.50862e-07,-8.88704e-10,6.2176e-08,1.9181e-08,-9.62815e-07,
