Angle_pitch_roll_yaw:
0,0,0,
0.928345,0.895386,-0.340576,
1.27991,0.911865,-0.373535,
0.719604,0.604248,-0.428467,
0.0878906,0.115356,-0.527344,
-0.241699,-0.252686,-0.455933,
-0.604248,-0.615234,-0.20874,
-0.796509,-0.812988,0.219727,
-0.269165,-0.20874,0.43396,
0.488892,0.796509,0.461426,
1.06567,1.604,0.098877,
1.51062,2.24121,-0.53833,
1.91162,2.98828,-1.27441,
2.3291,3.20801,-2.91687,
2.20276,2.94434,-4.38354,
2.01599,2.70813,-5.52063,
1.79626,2.51038,-6.427,
1.604,2.36755,-7.12463,
1.40076,2.1698,-7.67395,
1.18103,2.03247,-8.01453,
1.10413,2.04346,-8.1958,
0.98877,2.19727,-8.39355,
-0.0933838,4.59778,-8.23425,
1.53259,2.70813,-8.49243,
1.58203,2.85645,-9.35486,
1.66443,2.78503,-10.1678,
1.69189,2.80151,-10.9753,
1.6864,2.92786,-11.7059,
1.73035,2.93884,-12.453,
1.74133,3.03223,-13.1451,
1.67542,3.25745,-13.7659,
1.29639,4.422,-14.7162,
0.395508,5.24597,-15.0128,
-1.02722,7.09167,-15.8423,
-0.911865,7.08618,-16.3312,
-0.944824,7.17957,-16.5289,
-0.593262,6.70715,-16.7212,
-0.0769043,5.31189,-16.8201,
0.219727,4.40002,-16.7706,
0.840454,2.70813,-16.6003,
1.22498,1.58203,-16.3971,
1.42273,1.32935,-15.9302,
1.64795,1.25244,-15.6335,
0.802002,2.44446,-15.8093,
0.516357,2.85645,-15.6445,
1.19202,2.53235,-14.5679,
1.16455,2.82349,-14.7437,
1.18103,2.78503,-14.7217,
1.13708,2.90588,-15.0568,
1.42273,2.47192,-15.4028,
2.14783,1.53809,-15.8698,
2.86743,0.43396,-16.1774,
3.35083,-0.395508,-16.3422,
3.59253,-1.06018,-16.0455,
3.68591,-0.983276,-16.1444,
3.63098,-0.889893,-16.084,
3.35632,-0.609741,-15.8368,
3.23547,-0.510864,-15.8972,
3.25195,-0.686646,-15.7544,
3.17505,-0.428467,-15.7269,
3.05969,-0.41748,-15.6006,
3.24646,-0.422974,-16.0016,
1.87866,1.25244,-15.639,
3.6969,0.0164795,-15.7269,
3.1311,0.395508,-16.474,
2.45544,1.19202,-16.4575,
2.26318,1.34583,-16.8695,
2.20276,1.42273,-17.2705,
1.82922,0.950317,-17.2595,
2.08191,-0.406494,-16.0236,
3.75183,-3.00476,-14.6393,
4.19678,-4.5813,-13.3868,
4.21326,-5.71289,-11.5686,
2.47742,-3.42773,-10.1624,
2.71362,-3.30688,-8.80005,
2.54333,-2.19727,-7.55859,
2.59827,-1.40076,-6.71265,
2.45544,-0.477905,-6.20728,
1.17004,1.29089,-5.96008,
1.49414,1.63696,-5.98206,
1.56006,1.98853,-6.36108,
1.96655,2.20825,-7.70142,
1.72485,1.98303,-7.84973,
0.719604,0.812988,-7.41028,
0.32959,0.302124,-6.53137,
0.131836,0.0384521,-5.82275,
0.153809,-0.20874,-5.28992,
0.175781,-0.280151,-4.70764,
0.324097,0.175781,-4.16931,
0.86792,0.977783,-3.81775,
1.42273,1.75232,-3.78479,
1.95557,2.60925,-4.07593,
2.40601,3.42773,-4.72961,
2.94434,3.97705,-6.828,
2.70813,3.60352,-8.39355,
2.45544,3.21899,-9.57458,
2.27417,2.87292,-10.5139,
2.0929,2.53235,-11.2061,
1.82373,2.21924,-11.5576,
1.62598,1.99951,-11.662,
1.61499,2.05444,-11.629,
1.53259,2.23572,-11.6949,
1.17004,3.08167,-11.8982,
1.54358,3.48816,-11.8652,
1.54358,3.44971,-12.1838,
1.76331,3.1311,-12.6562,
1.81824,3.08167,-13.0188,
1.82373,3.26294,-13.6285,
1.77979,3.49915,-14.1724,
1.79077,3.69141,-14.7766,
1.7688,3.83423,-15.3424,
1.29639,4.79553,-16.0785,
0.845947,5.52063,-16.8475,
0.422974,4.65271,-16.5289,
0.719604,4.19128,-16.842,
0.856934,3.48816,-16.5839,
1.02722,2.84546,-16.6278,
1.24695,2.18628,-16.4685,
1.47217,1.51062,-16.2158,
1.65344,0.752563,-15.9851,
1.65894,0.681152,-15.5896,
1.90613,0.340576,-15.3424,
3.31238,-1.22498,-15.0623,
1.24695,1.61499,-14.8151,
1.21948,1.76331,-14.4196,
1.52161,1.57104,-14.1724,
1.5271,1.73584,-13.9307,
1.65344,1.73035,-13.8208,
1.58752,1.88965,-13.9856,
1.70837,1.73584,-14.079,
2.38953,0.796509,-14.2273,
3.14758,-0.0769043,-14.5294,
3.71338,-0.933838,-14.7821,
4.22974,-2.1698,-14.5953,
4.36157,-2.23022,-14.7052,
4.43848,-2.27417,-14.6667,
4.44397,-2.27417,-14.5569,
4.56482,-2.40601,-14.502,
4.63074,-2.4939,-14.4305,
4.70764,-2.58728,-14.2493,
4.823,-2.7356,-14.2987,
4.94385,-3.19702,-14.1833,
3.95508,-9.62402,-13.3044,
6.14136,-18.6987,-12.8979,
6.25671,-21.1652,-11.4532,
6.05896,-19.0942,-10.058,
6.36108,-16.6388,-9.03076,
6.53137,-15.2106,-8.54187,
6.17432,-18.2758,-7.46521,
5.63049,-21.3464,-5.69092,
5.59753,-22.1594,-4.22974,
5.52612,-22.121,-2.85095,
5.12512,-21.7365,-1.27441,
2.77954,-21.6486,-0.0274658,
2.56531,-20.9949,1.37329,
2.59827,-20.1215,2.83447,
3.10913,-20.5719,4.10889,
3.33435,-20.517,4.83948,
3.32886,-20.1709,5.5481,
3.25745,-20.2094,6.95984,
3.26294,-21.3794,8.30566,
